Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
Q26,BC859,SOT-23,255.9695,-69.1001,0.0,top
Q27,BC859,SOT-23,269.5448,-88.0731,180.0,top
Q28,BC859,SOT-23,232.784739,-107.207299,0.0,top
Q29,BC848,SOT-23,287.8328,-144.4893,0.0,top
Q3,BC859,SOT-23,319.503839,-126.296399,0.0,top
Q30,BC848,SOT-23,287.8173,-139.7854,0.0,top
Q31,BC848,SOT-23,287.8582,-130.8241,0.0,top
Q32,BC848,SOT-23,288.036,-135.2437,0.0,top
Q4,BC859,SOT-23,341.8332,-126.1731,180.0,top
Q5,BC859,SOT-23,319.503839,-69.094799,0.0,top
Q6,BC859,SOT-23,180.157439,-69.194999,0.0,top
Q7,BC859,SOT-23,189.707839,-88.193999,0.0,top
Q8,BC859,SOT-23,194.635439,-107.190999,0.0,top
Q9,BC848,SOT-23,217.3224,-107.2755,180.0,top
R1,100k,R_0805_2012Metric,198.409039,-106.184999,180.0,top
R10,100k,R_0805_2012Metric,275.9456,-87.1306,0.0,top
R100,390,R_0805_2012Metric,315.7024,-102.4197,-90.0,top
R101,390,R_0805_2012Metric,334.8504,-102.6229,-90.0,top
R102,390,R_0805_2012Metric,353.846,-102.7245,-90.0,top
R103,390,R_0805_2012Metric,372.74,-102.6229,-90.0,top
R104,390,R_0805_2012Metric,28.8204,-121.4189,-90.0,top
R105,390,R_0805_2012Metric,66.8548,-121.4601,-90.0,top
R106,390,R_0805_2012Metric,86.0028,-121.5617,-90.0,top
R107,390,R_0805_2012Metric,105.1,-121.5617,-90.0,top
R108,390,R_0805_2012Metric,124.0956,-121.6125,-90.0,top
R109,390,R_0805_2012Metric,143.142,-121.5617,-90.0,top
R11,100k,R_0805_2012Metric,282.711,-88.1298,90.0,top
R110,390,R_0805_2012Metric,162.0868,-121.6125,-90.0,top
R111,390,R_0805_2012Metric,181.2856,-121.6633,-90.0,top
R112,390,R_0805_2012Metric,200.2812,-121.5617,-90.0,top
R113,390,R_0805_2012Metric,219.226,-121.5617,-90.0,top
R114,390,R_0805_2012Metric,238.2724,-121.4601,-90.0,top
R115,390,R_0805_2012Metric,257.522,-121.4601,-90.0,top
